학교명,학교 영문명,본분교구분명,대학구분명,학교구분명,설립형태구분명,시도코드,시도명,소재지도로명주소,소재지지번주소,도로명우편번호,소재지우편번호,홈페이지주소,대표전화번호,대표팩스번호,설립일자,기준연도,데이터기준일자,제공기관코드,제공기관명,주소_clean,sido,sigungu,카운트지역
순천향대학교 기술경영행정대학원,"Soonchunhyang University Graduate School Of Technology, Business, And Public Administration",본교,대학원,특수대학원,사립,44,충청남도,"충청남도 아산시 신창면 순천향로 22 (읍내리, 순천향대학교)",,31538,,www.sch.ac.kr/gradu,041-530-1114,041-542-4615,2015-03-01,2024,2025-01-08,B340014,한국대학교육협의회,충청남도 아산시 신창면 순천향로 22,충청남도,아산시,아산시
순천향대학교 대학원,Soonchunhyang University Graduate School,본교,대학원,일반대학원,사립,44,충청남도,"충청남도 아산시 신창면 순천향로 22 (읍내리, 순천향대학교)",,31538,,gradu.sch.ac.kr/,041-530-1114,041-542-4615,1984-03-01,2024,2025-01-08,B340014,한국대학교육협의회,충청남도 아산시 신창면 순천향로 22,충청남도,아산시,아산시
순천향대학교 미래융합대학원,Graduate School of Multidisciplinary Studies Toward Future,본교,대학원,특수대학원,사립,44,충청남도,충청남도 아산시 신창면 순천향로 22,,31538,,gradu.sch.ac.kr/,041-530-1114,041-542-4615,2020-03-01,2024,2025-01-08,B340014,한국대학교육협의회,충청남도 아산시 신창면 순천향로 22,충청남도,아산시,아산시
순천향대학교 법과학대학원,Soonchunhyang University Graduate School Of Forensic Science,본교,대학원,특수대학원,사립,44,충청남도,"충청남도 아산시 신창면 순천향로 22 (읍내리, 순천향대학교)",,31538,,gradu.sch.ac.kr/,041-530-1114,041-542-4615,2011-03-01,2024,2025-01-08,B340014,한국대학교육협의회,충청남도 아산시 신창면 순천향로 22,충청남도,아산시,아산시
순천향대학교 산업정보대학원,Soonchunhyang University Graduate School Of Industrial Information,본교,대학원,특수대학원,사립,44,충청남도,"충청남도 아산시 신창면 순천향로 22 (읍내리, 순천향대학교)",,31538,,www.sch.ac.kr/gradu,041-530-1114,041-542-4615,1989-03-01,2024,2025-01-08,B340014,한국대학교육협의회,충청남도 아산시 신창면 순천향로 22,충청남도,아산시,아산시
순천향대학교 창의라이프대학원,College of Creative Lifelong Education,본교,대학원,특수대학원,사립,44,충청남도,충청남도 아산시 신창면 순천향로 22,,31538,,gradu.sch.ac.kr/,041-530-1114,041-542-4615,2021-09-01,2024,2025-01-08,B340014,한국대학교육협의회,충청남도 아산시 신창면 순천향로 22,충청남도,아산시,아산시
순천향대학교 행정대학원,Soonchunhyang University Graduate School Of Public Administration,본교,대학원,특수대학원,사립,44,충청남도,"충청남도 아산시 신창면 순천향로 22 (읍내리, 순천향대학교)",,31538,,www.sch.ac.kr/gradu,041-530-1114,041-542-4615,2007-03-01,2024,2025-01-08,B340014,한국대학교육협의회,충청남도 아산시 신창면 순천향로 22,충청남도,아산시,아산시
세명대학교 교육대학원,Graduate School Of Education Of Semyung University,본교,대학원,특수대학원,사립,43,충청북도,"충청북도 제천시 세명로 65 (신월동, 세명대학교)",,27136,,www.semyung.ac.kr,043-649-1115,043-645-2752,1990-11-28,2024,2025-01-08,B340014,한국대학교육협의회,충청북도 제천시 세명로 65,충청북도,제천시,제천시
세명대학교 일반대학원,Graduate School Of Semyung University,본교,대학원,일반대학원,사립,43,충청북도,"충청북도 제천시 세명로 65 (신월동, 세명대학교)",,27136,,www.semyung.ac.kr/smugrade.do,043-649-1115,043-645-2752,1990-11-28,2024,2025-01-08,B340014,한국대학교육협의회,충청북도 제천시 세명로 65,충청북도,제천시,제천시
세명대학교 저널리즘대학원,Semyung Graduate School of Journalism,본교,대학원,특수대학원,사립,43,충청북도,충청북도 제천시 세명로 65(신월동),,27136,,www.semyung.ac.kr/journalism.do,043-649-1147,043-649-7172,1990-11-28,2024,2025-01-08,B340014,한국대학교육협의회,충청북도 제천시 세명로 65,충청북도,제천시,제천시
세명대학교 저널리즘스쿨대학원,Graduate School Of Journalism Of Semyung University,본교,대학원,특수대학원,사립,43,충청북도,"충청북도 제천시 세명로 65 (신월동, 세명대학교)",,27136,,www.semyung.ac.kr/journalism.do,043-649-1147,043-649-7172,1990-11-28,2024,2025-01-08,B340014,한국대학교육협의회,충청북도 제천시 세명로 65,충청북도,제천시,제천시
세한대학교 일반대학원,Graduate School of Liberal Arts Sehan University,본교,대학원,일반대학원,사립,46,전라남도,"전라남도 영암군 삼호읍 녹색로 1113 (산호리, 세한대학교)",,58447,,www.sehan.ac.kr,061-469-1114,061-462-2510,2000-03-06,2024,2025-01-08,B340014,한국대학교육협의회,전라남도 영암군 삼호읍 녹색로 1113,전라남도,영암군,영암군
송원대학교 휴먼산업대학원,"Graduate School Of Human Industry, Songwon University",본교,대학원,특수대학원,사립,29,광주광역시,"광주광역시 남구 송암로 73 (송하동, 송원대학)",,61756,,graduate.songwon.ac.kr/,062-360-5908,062-360-5909,2016-03-01,2024,2025-01-08,B340014,한국대학교육협의회,광주광역시 남구 송암로 73,광주광역시,남구,광주광역시
세명대학교 경영행정복지대학원,Graduate School Of Business Public Administration & Welfare Of Semyung University,본교,대학원,특수대학원,사립,43,충청북도,"충청북도 제천시 세명로 65 (신월동, 세명대학교)",,27136,,www.semyung.ac.kr/smugrade.do,043-649-1115,043-645-2752,1990-11-28,2024,2025-01-08,B340014,한국대학교육협의회,충청북도 제천시 세명로 65,충청북도,제천시,제천시
서원대학교 교육대학원,The Graduate School Of Education Seowon University,본교,대학원,특수대학원,사립,43,충청북도,"충청북도 청주시 서원구 무심서로 377-3 (모충동, 서원대학교)",,28674,,www.seowon.ac.kr/graduate/index.do,043-299-8251,043-299-8252,1995-03-04,2024,2025-01-08,B340014,한국대학교육협의회,충청북도 청주시 서원구 무심서로 377-3,충청북도,청주시,청주시
서원대학교 산업대학원,The Graduate School Of Industry Seowon University,본교,대학원,특수대학원,사립,43,충청북도,"충청북도 청주시 서원구 무심서로 377-3 (모충동, 서원대학교)",,28674,,www.seowon.ac.kr/industry/index.do,043-299-8261,043-299-8252,2001-03-05,2024,2025-01-08,B340014,한국대학교육협의회,충청북도 청주시 서원구 무심서로 377-3,충청북도,청주시,청주시
서원대학교 일반대학원,Seowon University Graduate school,본교,대학원,일반대학원,사립,43,충청북도,충청북도 청주시 서원구 무심서로 377-3(모충동),,28674,,www.seowon.ac.kr/grad,043-299-8251,043-299-8252,2023-03-01,2024,2025-01-08,B340014,한국대학교육협의회,충청북도 청주시 서원구 무심서로 377-3,충청북도,청주시,청주시
선문대학교 경영대학원,Management Business,본교,대학원,특수대학원,사립,44,충청남도,"충청남도 아산시 탕정면 선문로221번길 70 (갈산리, 선문대학교)",,31460,,www.graduate.sunmoon.ac.kr,041-530-2606,041-530-2968,1990-03-08,2024,2025-01-08,B340014,한국대학교육협의회,충청남도 아산시 탕정면 선문로221번길 70,충청남도,아산시,아산시
선문대학교 교육대학원,Sun Moon University Graduate School of Education,본교,대학원,특수대학원,사립,44,충청남도,"충청남도 아산시 탕정면 선문로221번길 70 (갈산리, 선문대학교)",,31460,,graduate.sunmoon.ac.kr,041-530-2600,041-530-2968,1999-11-19,2024,2025-01-08,B340014,한국대학교육협의회,충청남도 아산시 탕정면 선문로221번길 70,충청남도,아산시,아산시
선문대학교 글로컬통합대학원,Sun Moon University Glocal Graduate School Of Human Resource And Development,본교,대학원,특수대학원,사립,44,충청남도,"충청남도 아산시 탕정면 선문로221번길 70 (갈산리, 선문대학교)",,31460,,graduate.sunmoon.ac.kr,041-530-2600,041-530-2968,2016-03-01,2024,2025-01-08,B340014,한국대학교육협의회,충청남도 아산시 탕정면 선문로221번길 70,충청남도,아산시,아산시
선문대학교 대학원,The Graduate School of Sun Moon University,본교,대학원,일반대학원,사립,44,충청남도,"충청남도 아산시 탕정면 선문로221번길 70 (갈산리, 선문대학교)",,31460,,graduate.sunmoon.ac.kr,041-530-2600,041-530-2968,1994-10-21,2024,2025-01-08,B340014,한국대학교육협의회,충청남도 아산시 탕정면 선문로221번길 70,충청남도,아산시,아산시
선문대학교 무도대학원,Graduate School Of Martial Arts,본교,대학원,특수대학원,사립,44,충청남도,"충청남도 아산시 탕정면 선문로221번길 70 (갈산리, 선문대학교)",,31460,,graduate.sunmoon.ac.kr/,041-530-2606,041-530-2968,2014-03-01,2024,2025-01-08,B340014,한국대학교육협의회,충청남도 아산시 탕정면 선문로221번길 70,충청남도,아산시,아산시
선문대학교 미래융합대학원,Sun Moon University Graduate School of Convergence Studies,본교,대학원,특수대학원,사립,44,충청남도,충청남도 아산시 탕정면 선문로221번길 70,,31460,,graduate.sunmoon.ac.kr/,041-530-2600,041-530-2968,2021-03-02,2024,2025-01-08,B340014,한국대학교육협의회,충청남도 아산시 탕정면 선문로221번길 70,충청남도,아산시,아산시
선문대학교 사회복지대학원,Sunmoonuniv.Graduateschoolofsocialwelfare,본교,대학원,특수대학원,사립,44,충청남도,"충청남도 아산시 탕정면 선문로221번길 70 (갈산리, 선문대학교)",,31460,,www.graduate.sunmoon.ac.kr,041-530-2606,041-530-2968,1999-11-02,2024,2025-01-08,B340014,한국대학교육협의회,충청남도 아산시 탕정면 선문로221번길 70,충청남도,아산시,아산시
선문대학교 상담대학원,Grduate School Of Counseling,본교,대학원,특수대학원,사립,44,충청남도,"충청남도 아산시 탕정면 선문로221번길 70 (갈산리, 선문대학교)",,31460,,graduate.sunmoon.ac.kr/,041-530-2605,041-530-2968,2014-03-01,2024,2025-01-08,B340014,한국대학교육협의회,충청남도 아산시 탕정면 선문로221번길 70,충청남도,아산시,아산시
선문대학교 신학대학원,Sunmoonuniv.Graduate School Of Theology,본교,대학원,특수대학원,사립,44,충청남도,"충청남도 아산시 탕정면 선문로221번길 70 (갈산리, 선문대학교)",,31460,,graduate.sunmoon.ac.kr,041-530-2684,041-530-2968,2017-03-01,2024,2025-01-08,B340014,한국대학교육협의회,충청남도 아산시 탕정면 선문로221번길 70,충청남도,아산시,아산시
선문대학교 신학전문대학원,Sunmoonuniv.Graduate School Of Theology,본교,대학원,전문대학원,사립,44,충청남도,"충청남도 아산시 탕정면 선문로221번길 70 (갈산리, 선문대학교)",,31460,,www.sunmoon.ac.kr,041-530-2684,041-530-2688,2000-08-08,2024,2025-01-08,B340014,한국대학교육협의회,충청남도 아산시 탕정면 선문로221번길 70,충청남도,아산시,아산시
선문대학교 통번역대학원,Sunmoonuniv.Graduateschoolofinterpretation&T,본교,대학원,특수대학원,사립,44,충청남도,"충청남도 아산시 탕정면 선문로221번길 70 (갈산리, 선문대학교)",,31460,,translator.sunmoon.ac.kr/,041-530-2603,041-530-2968,2000-08-08,2024,2025-01-08,B340014,한국대학교육협의회,충청남도 아산시 탕정면 선문로221번길 70,충청남도,아산시,아산시
선문대학교 통합의학대학원,Sun Moon University Graduate School Of Integrative Medicine,본교,대학원,특수대학원,사립,44,충청남도,"충청남도 아산시 탕정면 선문로221번길 70 (갈산리, 선문대학교)",,31460,,gsim.sunmoon.ac.kr,041-530-2617,041-530-2968,2010-03-01,2024,2025-01-08,B340014,한국대학교육협의회,충청남도 아산시 탕정면 선문로221번길 70,충청남도,아산시,아산시
선문대학교 행정대학원,Sunmoonuniv.Graduateschoolofpublicadministration,본교,대학원,특수대학원,사립,44,충청남도,"충청남도 아산시 탕정면 선문로221번길 70 (갈산리, 선문대학교)",,31460,,graduate.sunmoon.ac.kr/,041-530-2606,041-530-2968,2006-06-14,2024,2025-01-08,B340014,한국대학교육협의회,충청남도 아산시 탕정면 선문로221번길 70,충청남도,아산시,아산시
서울대학교 국제농업기술대학원,Seoul National University Graduate School Of International Agricultural Technology,본교,대학원,전문대학원,국립대법,51,강원특별자치도,강원특별자치도 평창군 대화면 평창대로 1447-1,,25354,,greenbio.snu.ac.kr/,033-339-5680,033-339-5680,2014-06-25,2024,2025-01-08,B340014,한국대학교육협의회,강원특별자치도 평창군 대화면 평창대로 1447-1,강원특별자치도,평창군,평창군
서남대학교 경영행정대학원,Seonam University M&A Graduate School,본교,대학원,특수대학원,사립,52,전북특별자치도,"전북특별자치도 남원시 춘향로 439 (광치동, 서남대학교)",,55724,,www.seonam.ac.kr,063-620-0052,063-620-0047,1995-10-18,2024,2025-01-08,B340014,한국대학교육협의회,전북특별자치도 남원시 춘향로 439,전북특별자치도,남원시,남원시
서남대학교 교육대학원,Seonam University Educational Graduate School,본교,대학원,특수대학원,사립,52,전북특별자치도,"전북특별자치도 남원시 춘향로 439 (광치동, 서남대학교)",,55724,,www.seonam.ac.kr,063-620-0052,063-620-0047,1995-10-23,2024,2025-01-08,B340014,한국대학교육협의회,전북특별자치도 남원시 춘향로 439,전북특별자치도,남원시,남원시
서남대학교 대학원,Seonam University Graduate School,본교,대학원,일반대학원,사립,52,전북특별자치도,"전북특별자치도 남원시 춘향로 439 (광치동, 서남대학교)",,55724,,www.seonam.ac.kr,063-620-0052,063-620-0047,1995-10-18,2024,2025-01-08,B340014,한국대학교육협의회,전북특별자치도 남원시 춘향로 439,전북특별자치도,남원시,남원시
서남대학교 사회정책대학원,Seonam University S&P Graduate School,본교,대학원,특수대학원,사립,52,전북특별자치도,"전북특별자치도 남원시 춘향로 439 (광치동, 서남대학교)",,55724,,www.seonam.ac.kr,063-620-0052,063-620-0047,1999-11-02,2024,2025-01-08,B340014,한국대학교육협의회,전북특별자치도 남원시 춘향로 439,전북특별자치도,남원시,남원시
상지대학교 경영.행정.산업대학원,The Graduate School Of Business Administration Industrial Sangji University,본교,대학원,특수대학원,사립,51,강원특별자치도,강원특별자치도 원주시 상지대길 83 (우산동),,26339,,graduate.sangji.ac.kr/grad/index.do,033-730-0196,033-730-0684,1955-06-10,2024,2025-01-08,B340014,한국대학교육협의회,강원특별자치도 원주시 상지대길 83,강원특별자치도,원주시,원주시
상지대학교 경영행정산업 법학대학원,The Graduate School Of Business Administration Industrial Law Sangji University,본교,대학원,특수대학원,사립,51,강원특별자치도,강원특별자치도 원주시 상지대길 83 (우산동),,26339,,graduate.sangji.ac.kr/grad/index.do,033-730-0196,033-730-0684,1955-06-10,2024,2025-01-08,B340014,한국대학교육협의회,강원특별자치도 원주시 상지대길 83,강원특별자치도,원주시,원주시
상지대학교 교육대학원,The Graduate School Of Education Sangji University,본교,대학원,특수대학원,사립,51,강원특별자치도,강원특별자치도 원주시 상지대길 83 (우산동),,26339,,www.sangji.ac.kr//grad/index.do,033-730-0682,033-730-0684,1955-06-10,2024,2025-01-08,B340014,한국대학교육협의회,강원특별자치도 원주시 상지대길 83,강원특별자치도,원주시,원주시
상지대학교 대학원,Graduate School Sangji University,본교,대학원,일반대학원,사립,51,강원특별자치도,강원특별자치도 원주시 상지대길 83 (우산동),,26339,,www.sangji.ac.kr/grad/index.do,033-730-0682,033-730-0684,1955-06-10,2024,2025-01-08,B340014,한국대학교육협의회,강원특별자치도 원주시 상지대길 83,강원특별자치도,원주시,원주시
상지대학교 보건과학대학원,The Graduate School Of Health Sciences Sangji University,본교,대학원,특수대학원,사립,51,강원특별자치도,강원특별자치도 원주시 상지대길 83 (우산동),,26339,,www.sangji.ac.kr/user/graduate/index.action,033-730-0682,033-730-0684,1955-06-10,2024,2025-01-08,B340014,한국대학교육협의회,강원특별자치도 원주시 상지대길 83,강원특별자치도,원주시,원주시
상지대학교 사회복지정책대학원,The Graduate School Of Social Welfare Policy Sangji University,본교,대학원,특수대학원,사립,51,강원특별자치도,강원특별자치도 원주시 상지대길 83 (우산동),,26339,,www.sangji.ac.kr//grad/index.do,033-730-0682,033-730-0684,1955-06-10,2024,2025-01-08,B340014,한국대학교육협의회,강원특별자치도 원주시 상지대길 83,강원특별자치도,원주시,원주시
상지대학교 사회융합대학원,The Graduate School of Social Convergence,본교,대학원,특수대학원,사립,51,강원특별자치도,강원특별자치도 원주시 상지대길 83 (우산동),,26339,,www.sangji.ac.kr//grad/index.do,033-730-0196,033-730-0684,1955-06-10,2024,2025-01-08,B340014,한국대학교육협의회,강원특별자치도 원주시 상지대길 83,강원특별자치도,원주시,원주시
상지대학교 평화안보.상담심리대학원,The Graduate School Of Peace Security Sangji University,본교,대학원,특수대학원,사립,51,강원특별자치도,강원특별자치도 원주시 상지대길 83 (우산동),,26339,,www.sangji.ac.kr//grad/index.do,033-730-0682,033-730-0684,1955-06-10,2024,2025-01-08,B340014,한국대학교육협의회,강원특별자치도 원주시 상지대길 83,강원특별자치도,원주시,원주시
부산외국어대학교 산업경영대학원,Busan University Of Foreign Studies Graduate School Of Industry & Business Administration,본교,대학원,특수대학원,사립,26,부산광역시,"부산광역시 금정구 금샘로485번길 65 (남산동, 부산외국어대학교)",,46234,,gima.bufs.ac.kr/gima/,051-509-5141,051-509-5147,2017-03-01,2024,2025-01-08,B340014,한국대학교육협의회,부산광역시 금정구 금샘로485번길 65,부산광역시,금정구,부산광역시
부산외국어대학교 통역번역대학원,"Busan University Of Foreign Studies, Graduate School Of Interpretation And Translation",본교,대학원,특수대학원,사립,26,부산광역시,"부산광역시 금정구 금샘로485번길 65 (남산동, 부산외국어대학교)",,46234,,gsit.bufs.ac.kr/gsit/,051-509-5141,051-509-5147,1982-11-21,2024,2025-01-08,B340014,한국대학교육협의회,부산광역시 금정구 금샘로485번길 65,부산광역시,금정구,부산광역시
부산장신대학교 강해설교대학원,Busan Presbyterian University Graduate School Of Expository Preaching,본교,대학원,특수대학원,사립,48,경상남도,경상남도 김해시 김해대로 1894-68 (구산동),,50883,,www.bpu.ac.kr,055-320-2500,055-339-1161,2020-02-25,2024,2025-01-08,B340014,한국대학교육협의회,경상남도 김해시 김해대로 1894-68,경상남도,김해시,김해시
부산장신대학교 목회대학원,Busan Presbyterian University Graduate School Of Ministry,본교,대학원,특수대학원,사립,48,경상남도,경상남도 김해시 김해대로 1894-68 (구산동),,50883,,www.bpu.ac.kr,055-320-2500,055-339-1161,2006-02-27,2024,2025-01-08,B340014,한국대학교육협의회,경상남도 김해시 김해대로 1894-68,경상남도,김해시,김해시
부산장신대학교 상담및심리치료대학원,Busan Presbyterian University Graduate School Of Biblical Exegesis,본교,대학원,특수대학원,사립,48,경상남도,경상남도 김해시 김해대로 1894-68 (구산동),,50883,,www.bpu.ac.kr,055-320-2500,055-339-1161,2013-02-25,2024,2025-01-08,B340014,한국대학교육협의회,경상남도 김해시 김해대로 1894-68,경상남도,김해시,김해시
부산장신대학교 성경주해대학원,Busan Presbyterian University Graduate School Of Counseling And Psychotherapy,본교,대학원,특수대학원,사립,48,경상남도,경상남도 김해시 김해대로 1894-68 (구산동),,50883,,www.bpu.ac.kr,055-320-2500,055-339-1161,2013-02-25,2024,2025-01-08,B340014,한국대학교육협의회,경상남도 김해시 김해대로 1894-68,경상남도,김해시,김해시
부산장신대학교 신학대학원,Busan Presbyterian University Theological Seminary,본교,대학원,특수대학원,사립,48,경상남도,경상남도 김해시 김해대로 1894-68 (구산동),,50883,,www.bpu.ac.kr,055-320-2500,055-339-1161,2002-10-30,2024,2025-01-08,B340014,한국대학교육협의회,경상남도 김해시 김해대로 1894-68,경상남도,김해시,김해시
부산장신대학교 일반대학원,Busan Presbyterian University Graduate School,본교,대학원,일반대학원,사립,48,경상남도,경상남도 김해시 김해대로 1894-68 (구산동),,50883,,www.bpu.ac.kr,055-320-2500,055-339-1161,2006-02-27,2024,2025-01-08,B340014,한국대학교육협의회,경상남도 김해시 김해대로 1894-68,경상남도,김해시,김해시
부산장신대학교 장애인교육선교대학원,Busan Presbyterian University Graduate School Of Biblical Exegesis,본교,대학원,특수대학원,사립,48,경상남도,경상남도 김해시 김해대로 1894-68 (구산동),,50883,,,055-320-2500,055-339-1161,2013-03-25,2024,2025-01-08,B340014,한국대학교육협의회,경상남도 김해시 김해대로 1894-68,경상남도,김해시,김해시
상명대학교 대학원,Sangmyunguniversitygraduateschool,제2캠퍼,대학원,일반대학원,사립,44,충청남도,"충청남도 천안시 동남구 상명대길 31 (안서동, 상명대학교천안캠퍼스)",,31066,,grad.smuc.ac.kr,041-550-5471,041-550-5472,2012-11-01,2024,2025-01-08,B340014,한국대학교육협의회,충청남도 천안시 동남구 상명대길 31,충청남도,천안시,천안시
부산가톨릭대학교 대학원,"The Graduate School, Catholic University Of Pusan",본교,대학원,일반대학원,사립,26,부산광역시,"부산광역시 금정구 오륜대로 57 (부곡동, 부산가톨릭대학교)",,46252,,www.cup.ac.kr,051-510-0742,051-510-0749,1994-12-16,2024,2025-01-08,B340014,한국대학교육협의회,부산광역시 금정구 오륜대로 57,부산광역시,금정구,부산광역시
부산가톨릭대학교 미래복지상담대학원,Graduate School Of Future Welfare & Counseling,본교,대학원,특수대학원,사립,26,부산광역시,부산광역시 금정구 오륜대로 57(부곡동),,46252,,www.cup.ac.kr,051-510-0742,051-510-0749,2022-10-06,2024,2025-01-08,B340014,한국대학교육협의회,부산광역시 금정구 오륜대로 57,부산광역시,금정구,부산광역시
부산가톨릭대학교 생명과학대학원,Graduate School Of Life Sciences,본교,대학원,특수대학원,사립,26,부산광역시,"부산광역시 금정구 오륜대로 57 (부곡동, 부산가톨릭대학교)",,46252,,www.cup.ac.kr,051-510-0742,051-510-0749,1999-11-02,2024,2025-01-08,B340014,한국대학교육협의회,부산광역시 금정구 오륜대로 57,부산광역시,금정구,부산광역시
부산교육대학교 교육대학원,Graduate School Of Education Busan National University of Education,본교,대학원,특수대학원,국립,26,부산광역시,"부산광역시 연제구 교대로 24 (거제동, 부산교육대학교)",,47503,,gs.bnue.ac.kr,051-500-7109,051-500-7581,1996-03-01,2024,2025-01-08,B340014,한국대학교육협의회,부산광역시 연제구 교대로 24,부산광역시,연제구,부산광역시
부산대학교 경영대학원,Graduate School of Business,본교,대학원,특수대학원,국립,26,부산광역시,부산광역시 금정구 부산대학로 63번길 부산대학교 경영대학원,,46241,,cobman.pusan.ac.kr/,051-510-1652,051-514-1652,1969-03-01,2024,2025-01-08,B340014,한국대학교육협의회,부산광역시 금정구 부산대학로 63번길 부산대학교 경영대학원,부산광역시,금정구,부산광역시
부산대학교 경제통상대학원,Graduate School Of Economics And International Trade Pusan National University,본교,대학원,특수대학원,국립,26,부산광역시,부산광역시 금정구 부산대학로 63번길 부산대학교 경제통상대학원,,46241,,geit.pusan.ac.kr,051-510-1654,051-510-7670,2010-09-01,2024,2025-01-08,B340014,한국대학교육협의회,부산광역시 금정구 부산대학로 63번길 부산대학교 경제통상대학원,부산광역시,금정구,부산광역시
부산대학교 교육대학원,Graduate School Of Education,본교,대학원,특수대학원,국립,26,부산광역시,부산광역시 금정구 부산대학로 63번길 부산대학교 교육대학원,,46241,,www.gsedu.pusan.ac.kr,051-510-1382,051-510-7672,1975-03-10,2024,2025-01-08,B340014,한국대학교육협의회,부산광역시 금정구 부산대학로 63번길 부산대학교 교육대학원,부산광역시,금정구,부산광역시
부산대학교 국제전문대학원,Graduate School Of International Studies,본교,대학원,전문대학원,국립,26,부산광역시,"부산광역시 금정구 부산대학로63번길 2 (장전동, 부산대학교)부산대학교 국제전문대학원",,46241,,gsis.pusan.ac.kr,051-510-1663,051-581-7144,2004-03-01,2024,2025-01-08,B340014,한국대학교육협의회,부산광역시 금정구 부산대학로63번길 2 부산대학교 국제전문대학원,부산광역시,금정구,부산광역시
부산대학교 금융대학원,"Pusan National University, Graduate School Of Finance",본교,대학원,특수대학원,국립,26,부산광역시,"부산광역시 금정구 부산대학로63번길 2 (장전동, 부산대학교)",,46241,,gsf.pusan.ac.kr,051-510-1093,051-510-1099,2018-09-03,2024,2025-01-08,B340014,한국대학교육협의회,부산광역시 금정구 부산대학로63번길 2,부산광역시,금정구,부산광역시
부산대학교 기술창업대학원,Technology Entrepreneurship Graduate School,본교,대학원,특수대학원,국립,26,부산광역시,"부산광역시 금정구 부산대학로63번길 2 (장전동, 부산대학교)",,46241,,technoent.pusan.ac.kr,051-510-1369,051-582-9833,2014-09-01,2024,2025-01-08,B340014,한국대학교육협의회,부산광역시 금정구 부산대학로63번길 2,부산광역시,금정구,부산광역시
부산대학교 데이터사이언스전문대학원,Graduate School of Data Science,본교,대학원,전문대학원,국립,26,부산광역시,부산광역시 금정구 부산대학로63번길 2 (장전동),,46241,,go.pusan.ac.kr/graduate/pro/intro06.asp?p=194,051-510-7187,051-510-7187,2024-03-01,2024,2025-01-08,B340014,한국대학교육협의회,부산광역시 금정구 부산대학로63번길 2,부산광역시,금정구,부산광역시
부산대학교 법학전문대학원,School Of Law,본교,대학원,전문대학원,국립,26,부산광역시,부산광역시 금정구 부산대학로 63번길 부산대학교 법학전문대학원,,46241,,law.pusan.ac.kr,051-510-1574,051-515-8648,2009-03-01,2024,2025-01-08,B340014,한국대학교육협의회,부산광역시 금정구 부산대학로 63번길 부산대학교 법학전문대학원,부산광역시,금정구,부산광역시
부산대학교 산업대학원,Graduate School Of Industry,본교,대학원,특수대학원,국립,26,부산광역시,부산광역시 금정구 부산대학로 63번길 부산대학교 산업대학원,,46241,,indu.pusan.ac.kr,051-510-1391,051-514-0498,1982-03-01,2024,2025-01-08,B340014,한국대학교육협의회,부산광역시 금정구 부산대학로 63번길 부산대학교 산업대학원,부산광역시,금정구,부산광역시
부산대학교 융합의생명과학대학원,raduate School of Convergence in Biomedical Science and Technology,본교,대학원,특수대학원,국립,26,부산광역시,경상남도 양산시 물금읍 부산대학로 49,,50612,,biomedical.pusan.ac.kr,051-510-8394,051-510-8394,2024-09-01,2024,2025-01-08,B340014,한국대학교육협의회,경상남도 양산시 물금읍 부산대학로 49,경상남도,양산시,양산시
부산대학교 의학전문대학원,School Of Medicine Pusan National University,본교,대학원,전문대학원,국립,48,경상남도,경상남도 양산시 물금읍 부산대학로 49 (부산대학교캠퍼스)부산대학교 의학전문대학원,,50612,,www.pusan.ac.kr,051-510-8007,051-510-8026,2006-03-01,2024,2025-01-08,B340014,한국대학교육협의회,경상남도 양산시 물금읍 부산대학로 49 부산대학교 의학전문대학원,경상남도,양산시,양산시
부산대학교 일반대학원,Graduate Schooi,본교,대학원,일반대학원,국립,26,부산광역시,부산광역시 금정구 부산대학로 63번길 부산대학교 대학원,,46241,,graduate.pusan.ac.kr,051-510-1902,051-515-1902,1953-08-17,2024,2025-01-08,B340014,한국대학교육협의회,부산광역시 금정구 부산대학로 63번길 부산대학교 대학원,부산광역시,금정구,부산광역시
부산대학교 치의학전문대학원,Pusan Natioanl University School Of Dentistry,본교,대학원,전문대학원,국립,48,경상남도,경상남도 양산시 물금읍 부산대학로 49 (부산대학교캠퍼스)부산대학교 치의학전문대학원,,50612,,dent.pusan.ac.kr,051-510-8206,051-510-8210,2006-03-01,2024,2025-01-08,B340014,한국대학교육협의회,경상남도 양산시 물금읍 부산대학로 49 부산대학교 치의학전문대학원,경상남도,양산시,양산시
부산대학교 한의학전문대학원,Pusan National University School Of Korean Medicine,본교,대학원,전문대학원,국립,48,경상남도,경상남도 양산시 물금읍 부산대학로 49 (부산대학교캠퍼스)부산대학교 한의학전문대학원,,50612,,kmed.pusan.ac.kr,051-510-8403,051-510-8420,2008-03-01,2024,2025-01-08,B340014,한국대학교육협의회,경상남도 양산시 물금읍 부산대학로 49 부산대학교 한의학전문대학원,경상남도,양산시,양산시
부산대학교 행정대학원,Graduate School Of Public Administration,본교,대학원,특수대학원,국립,26,부산광역시,부산광역시 금정구 부산대학로 63번길 부산대학교 행정대학원,,46241,,gspa.pusan.ac.kr,051-514-0480,051-515-6336,1972-07-29,2024,2025-01-08,B340014,한국대학교육협의회,부산광역시 금정구 부산대학로 63번길 부산대학교 행정대학원,부산광역시,금정구,부산광역시
